Group_ID_simuliert,Period,Subject_ID,declared_income_final,teilnehmer_weiblich,alter,equal,Chat_subject,Chat_group_all,Chat_group_label,Chat_sel
4,5,10,0,0,34,True,Wieder so?,Wieder so? ja klar,Wieder so?,Wieder so? ja klar
4,5,11,0,0,21,True,ja,Wieder so? ja klar,Wieder so?,Wieder so? ja klar
4,5,12,0,0,19,True,klar,Wieder so? ja klar,Wieder so?,Wieder so? ja klar
5,5,13,650,0,33,True,"Ich würde sagen wir bleiben dabei. Das dauert mir sonst alles zu lange :)  Super, jeder tippt 900 ein und wir gehen zufrieden nach Hause. Ok bin auch reale für Risiko. Heisst ? 950?  Ok mir egal  Super ich hab alles verstanden :) HAHAHAHA Ok ich auch  650 Also aus die Maus","Ich würde sagen wir bleiben dabei. Das dauert mir sonst alles zu lange :)  Ja ist gut :)  Ich wäre sogar bereit, ein bisschen mehr zu riskieren, aber wenn Ihr eh 900 nehmt - auf gehts. Ich hab Hunger Super, jeder tippt 900 ein und wir gehen zufrieden nach Hause. Ok bin auch reale für Risiko. Heisst ? 950?  \Risiko\q wäre 650 Ok mir egal  Super ich hab alles verstanden :) HAHAHAHA Hätte man 15 Euro oder knapp 19 Euro Ja 19 Euro wäre natürlich schon gut Hehe. Ich gebe mal 650 ein - macht, wie Ihr mögt. Das passt schon. Ok ich auch  650 Also aus die Maus Cool. Dann klicke ich jetzt auf Verlassen  :P gut dann mach ich das auch ","Ich würde sagen wir bleiben dabei. Das dauert mir sonst alles zu lange :)  Ich wäre sogar bereit, ein bisschen mehr zu riskieren, aber wenn Ihr eh 900 nehmt - auf gehts. Ich hab Hunger Super, jeder tippt 900 ein und wir gehen zufrieden nach Hause. Ok bin auch reale für Risiko. Heisst ? 950?  \Risiko\q wäre 650 Hätte man 15 Euro oder knapp 19 Euro Ja 19 Euro wäre natürlich schon gut Hehe. Ich gebe mal 650 ein - macht, wie Ihr mögt. Das passt schon. 650","Ich würde sagen wir bleiben dabei. Das dauert mir sonst alles zu lange :)  Ja ist gut :)  Ich wäre sogar bereit, ein bisschen mehr zu riskieren, aber wenn Ihr eh 900 nehmt - auf gehts. Ich hab Hunger Super, jeder tippt 900 ein und wir gehen zufrieden nach Hause. Ok bin auch reale für Risiko. Heisst ? 950?  \Risiko\q wäre 650 Ok mir egal  Super ich hab alles verstanden :) HAHAHAHA Hätte man 15 Euro oder knapp 19 Euro Ja 19 Euro wäre natürlich schon gut Hehe. Ich gebe mal 650 ein - macht, wie Ihr mögt. Das passt schon. Ok ich auch  650 Also aus die Maus Cool. Dann klicke ich jetzt auf Verlassen  :P gut dann mach ich das auch "
5,5,14,650,0,28,True,"Ich wäre sogar bereit, ein bisschen mehr zu riskieren, aber wenn Ihr eh 900 nehmt - auf gehts. Ich hab Hunger \Risiko\q wäre 650 Hätte man 15 Euro oder knapp 19 Euro Hehe. Ich gebe mal 650 ein - macht, wie Ihr mögt. Das passt schon. Cool. Dann klicke ich jetzt auf Verlassen ","Ich würde sagen wir bleiben dabei. Das dauert mir sonst alles zu lange :)  Ja ist gut :)  Ich wäre sogar bereit, ein bisschen mehr zu riskieren, aber wenn Ihr eh 900 nehmt - auf gehts. Ich hab Hunger Super, jeder tippt 900 ein und wir gehen zufrieden nach Hause. Ok bin auch reale für Risiko. Heisst ? 950?  \Risiko\q wäre 650 Ok mir egal  Super ich hab alles verstanden :) HAHAHAHA Hätte man 15 Euro oder knapp 19 Euro Ja 19 Euro wäre natürlich schon gut Hehe. Ich gebe mal 650 ein - macht, wie Ihr mögt. Das passt schon. Ok ich auch  650 Also aus die Maus Cool. Dann klicke ich jetzt auf Verlassen  :P gut dann mach ich das auch ","Ich würde sagen wir bleiben dabei. Das dauert mir sonst alles zu lange :)  Ich wäre sogar bereit, ein bisschen mehr zu riskieren, aber wenn Ihr eh 900 nehmt - auf gehts. Ich hab Hunger Super, jeder tippt 900 ein und wir gehen zufrieden nach Hause. Ok bin auch reale für Risiko. Heisst ? 950?  \Risiko\q wäre 650 Hätte man 15 Euro oder knapp 19 Euro Ja 19 Euro wäre natürlich schon gut Hehe. Ich gebe mal 650 ein - macht, wie Ihr mögt. Das passt schon. 650","Ich würde sagen wir bleiben dabei. Das dauert mir sonst alles zu lange :)  Ja ist gut :)  Ich wäre sogar bereit, ein bisschen mehr zu riskieren, aber wenn Ihr eh 900 nehmt - auf gehts. Ich hab Hunger Super, jeder tippt 900 ein und wir gehen zufrieden nach Hause. Ok bin auch reale für Risiko. Heisst ? 950?  \Risiko\q wäre 650 Ok mir egal  Super ich hab alles verstanden :) HAHAHAHA Hätte man 15 Euro oder knapp 19 Euro Ja 19 Euro wäre natürlich schon gut Hehe. Ich gebe mal 650 ein - macht, wie Ihr mögt. Das passt schon. Ok ich auch  650 Also aus die Maus Cool. Dann klicke ich jetzt auf Verlassen  :P gut dann mach ich das auch "
5,5,15,650,1,-1,True,Ja ist gut :)  Ja 19 Euro wäre natürlich schon gut :P gut dann mach ich das auch ,"Ich würde sagen wir bleiben dabei. Das dauert mir sonst alles zu lange :)  Ja ist gut :)  Ich wäre sogar bereit, ein bisschen mehr zu riskieren, aber wenn Ihr eh 900 nehmt - auf gehts. Ich hab Hunger Super, jeder tippt 900 ein und wir gehen zufrieden nach Hause. Ok bin auch reale für Risiko. Heisst ? 950?  \Risiko\q wäre 650 Ok mir egal  Super ich hab alles verstanden :) HAHAHAHA Hätte man 15 Euro oder knapp 19 Euro Ja 19 Euro wäre natürlich schon gut Hehe. Ich gebe mal 650 ein - macht, wie Ihr mögt. Das passt schon. Ok ich auch  650 Also aus die Maus Cool. Dann klicke ich jetzt auf Verlassen  :P gut dann mach ich das auch ","Ich würde sagen wir bleiben dabei. Das dauert mir sonst alles zu lange :)  Ich wäre sogar bereit, ein bisschen mehr zu riskieren, aber wenn Ihr eh 900 nehmt - auf gehts. Ich hab Hunger Super, jeder tippt 900 ein und wir gehen zufrieden nach Hause. Ok bin auch reale für Risiko. Heisst ? 950?  \Risiko\q wäre 650 Hätte man 15 Euro oder knapp 19 Euro Ja 19 Euro wäre natürlich schon gut Hehe. Ich gebe mal 650 ein - macht, wie Ihr mögt. Das passt schon. 650","Ich würde sagen wir bleiben dabei. Das dauert mir sonst alles zu lange :)  Ja ist gut :)  Ich wäre sogar bereit, ein bisschen mehr zu riskieren, aber wenn Ihr eh 900 nehmt - auf gehts. Ich hab Hunger Super, jeder tippt 900 ein und wir gehen zufrieden nach Hause. Ok bin auch reale für Risiko. Heisst ? 950?  \Risiko\q wäre 650 Ok mir egal  Super ich hab alles verstanden :) HAHAHAHA Hätte man 15 Euro oder knapp 19 Euro Ja 19 Euro wäre natürlich schon gut Hehe. Ich gebe mal 650 ein - macht, wie Ihr mögt. Das passt schon. Ok ich auch  650 Also aus die Maus Cool. Dann klicke ich jetzt auf Verlassen  :P gut dann mach ich das auch "
6,5,16,0,0,21,True,ja,Das lief doch heilige.. wieder 0?  ja jo,Das lief doch heilige.. wieder 0?,Das lief doch heilige.. wieder 0?  ja jo
6,5,17,0,0,23,True,Das lief doch heilige.. wieder 0? ,Das lief doch heilige.. wieder 0?  ja jo,Das lief doch heilige.. wieder 0?,Das lief doch heilige.. wieder 0?  ja jo
6,5,18,0,1,26,True,jo,Das lief doch heilige.. wieder 0?  ja jo,Das lief doch heilige.. wieder 0?,Das lief doch heilige.. wieder 0?  ja jo
7,5,19,0,0,21,True,"hey Würde ich auch sagen Würde weiterhin 0 setzen, weil wir ansonsten nur trotzdem etwas verliert Bin wieder für 0  Weil die Wahrscheinlichkeit nur 30 Prozent sind Okay also wieder 0? Bis dann","hey Ok das hat ja super geklappt Wuu selbes spiel nochmal? Würde ich auch sagen Ok :) Bin nicht ganz sicher, wie hoch würdet ihr maximal gehen wollen? Wenn man 0 erklärt, bekommt man mit Kontrolle ja eine Periodenauszahlung von 120 Würde weiterhin 0 setzen, weil wir ansonsten nur trotzdem etwas verliert Also ich wär sonst auch mit 500 einverstanden, dazwischen was find ich unnötig, von mir aus auch wieder 0 Bei 500 gäbe es 145 bei der Periodenauszahlung mit Kontrolle Bin wieder für 0  Ist tatsächlich auch nicht so viel mehr Ok dann versuchen wir nochmal 0 Ne! Also 0 Weil die Wahrscheinlichkeit nur 30 Prozent sind Ok bis gleich Okay also wieder 0? Ja wieder 0 Bis dann","Wuu selbes spiel nochmal? Wenn man 0 erklärt, bekommt man mit Kontrolle ja eine Periodenauszahlung von 120 Würde weiterhin 0 setzen, weil wir ansonsten nur trotzdem etwas verliert Also ich wär sonst auch mit 500 einverstanden, dazwischen was find ich unnötig, von mir aus auch wieder 0 Bei 500 gäbe es 145 bei der Periodenauszahlung mit Kontrolle Bin wieder für 0  Ok dann versuchen wir nochmal 0 Ne! Also 0 Weil die Wahrscheinlichkeit nur 30 Prozent sind Okay also wieder 0? Ja wieder 0","hey Ok das hat ja super geklappt Wuu selbes spiel nochmal? Würde ich auch sagen Ok :) Bin nicht ganz sicher, wie hoch würdet ihr maximal gehen wollen? Wenn man 0 erklärt, bekommt man mit Kontrolle ja eine Periodenauszahlung von 120 Würde weiterhin 0 setzen, weil wir ansonsten nur trotzdem etwas verliert Also ich wär sonst auch mit 500 einverstanden, dazwischen was find ich unnötig, von mir aus auch wieder 0 Bei 500 gäbe es 145 bei der Periodenauszahlung mit Kontrolle Bin wieder für 0  Ist tatsächlich auch nicht so viel mehr Ok dann versuchen wir nochmal 0 Ne! Also 0 Weil die Wahrscheinlichkeit nur 30 Prozent sind Ok bis gleich Okay also wieder 0? Ja wieder 0 Bis dann"
7,5,20,0,1,21,True,"Wuu selbes spiel nochmal? Ok :) Also ich wär sonst auch mit 500 einverstanden, dazwischen was find ich unnötig, von mir aus auch wieder 0 Ne! Also 0 Ok bis gleich","hey Ok das hat ja super geklappt Wuu selbes spiel nochmal? Würde ich auch sagen Ok :) Bin nicht ganz sicher, wie hoch würdet ihr maximal gehen wollen? Wenn man 0 erklärt, bekommt man mit Kontrolle ja eine Periodenauszahlung von 120 Würde weiterhin 0 setzen, weil wir ansonsten nur trotzdem etwas verliert Also ich wär sonst auch mit 500 einverstanden, dazwischen was find ich unnötig, von mir aus auch wieder 0 Bei 500 gäbe es 145 bei der Periodenauszahlung mit Kontrolle Bin wieder für 0  Ist tatsächlich auch nicht so viel mehr Ok dann versuchen wir nochmal 0 Ne! Also 0 Weil die Wahrscheinlichkeit nur 30 Prozent sind Ok bis gleich Okay also wieder 0? Ja wieder 0 Bis dann","Wuu selbes spiel nochmal? Wenn man 0 erklärt, bekommt man mit Kontrolle ja eine Periodenauszahlung von 120 Würde weiterhin 0 setzen, weil wir ansonsten nur trotzdem etwas verliert Also ich wär sonst auch mit 500 einverstanden, dazwischen was find ich unnötig, von mir aus auch wieder 0 Bei 500 gäbe es 145 bei der Periodenauszahlung mit Kontrolle Bin wieder für 0  Ok dann versuchen wir nochmal 0 Ne! Also 0 Weil die Wahrscheinlichkeit nur 30 Prozent sind Okay also wieder 0? Ja wieder 0","hey Ok das hat ja super geklappt Wuu selbes spiel nochmal? Würde ich auch sagen Ok :) Bin nicht ganz sicher, wie hoch würdet ihr maximal gehen wollen? Wenn man 0 erklärt, bekommt man mit Kontrolle ja eine Periodenauszahlung von 120 Würde weiterhin 0 setzen, weil wir ansonsten nur trotzdem etwas verliert Also ich wär sonst auch mit 500 einverstanden, dazwischen was find ich unnötig, von mir aus auch wieder 0 Bei 500 gäbe es 145 bei der Periodenauszahlung mit Kontrolle Bin wieder für 0  Ist tatsächlich auch nicht so viel mehr Ok dann versuchen wir nochmal 0 Ne! Also 0 Weil die Wahrscheinlichkeit nur 30 Prozent sind Ok bis gleich Okay also wieder 0? Ja wieder 0 Bis dann"
3,5,21,0,0,24,True,Yeaaah  Same Same?  Bob,Yeaaah  Nochmal? Same Same?  Bob Ja Bisschen unser Glück austesten :D Fine bei der,Nochmal? Same Same? ,Yeaaah  Nochmal? Same Same?  Bob Ja Bisschen unser Glück austesten :D Fine bei der
1,6,1,0,0,23,True,Sehr schön Ich würde sagen auf ein neues Der hat schon genug auch ohne uns :D Irgendwer muss sich ja durchmogeln :D Ja was brauchen die so lange ^^,"Sehr schön Läuft doch Ich würde sagen auf ein neues Denkt ihr denn nicht mal an den armen Fiskus? XD Des# Der hat schon genug auch ohne uns :D Haha der hat jedoch! Wir sind aber keine aufrichtigen Steuerzahler :D Irgendwer muss sich ja durchmogeln :D Haha ja, falsche Anreize. So läufts nun mal Die Spaten sollen mal aufhören zu chatten ... Ja was brauchen die so lange ^^ Ohne Witz... was gibt's denn da so viel zu diskutieren? Immerhin schon nein stunde kein WhatsApp :D DDR OH NEIN! Stimmt...",Ich würde sagen auf ein neues Denkt ihr denn nicht mal an den armen Fiskus? XD Der hat schon genug auch ohne uns :D Haha der hat jedoch! Wir sind aber keine aufrichtigen Steuerzahler :D,"Sehr schön Läuft doch Ich würde sagen auf ein neues Denkt ihr denn nicht mal an den armen Fiskus? XD Des# Der hat schon genug auch ohne uns :D Haha der hat jedoch! Wir sind aber keine aufrichtigen Steuerzahler :D Irgendwer muss sich ja durchmogeln :D Haha ja, falsche Anreize. So läufts nun mal Die Spaten sollen mal aufhören zu chatten ... Ja was brauchen die so lange ^^ Ohne Witz... was gibt's denn da so viel zu diskutieren? Immerhin schon nein stunde kein WhatsApp :D DDR OH NEIN! Stimmt..."
1,6,2,0,1,23,True,Läuft doch Des# Haha der hat jedoch! Ohne Witz... was gibt's denn da so viel zu diskutieren? DDR OH NEIN! Stimmt...,"Sehr schön Läuft doch Ich würde sagen auf ein neues Denkt ihr denn nicht mal an den armen Fiskus? XD Des# Der hat schon genug auch ohne uns :D Haha der hat jedoch! Wir sind aber keine aufrichtigen Steuerzahler :D Irgendwer muss sich ja durchmogeln :D Haha ja, falsche Anreize. So läufts nun mal Die Spaten sollen mal aufhören zu chatten ... Ja was brauchen die so lange ^^ Ohne Witz... was gibt's denn da so viel zu diskutieren? Immerhin schon nein stunde kein WhatsApp :D DDR OH NEIN! Stimmt...",Ich würde sagen auf ein neues Denkt ihr denn nicht mal an den armen Fiskus? XD Der hat schon genug auch ohne uns :D Haha der hat jedoch! Wir sind aber keine aufrichtigen Steuerzahler :D,"Sehr schön Läuft doch Ich würde sagen auf ein neues Denkt ihr denn nicht mal an den armen Fiskus? XD Des# Der hat schon genug auch ohne uns :D Haha der hat jedoch! Wir sind aber keine aufrichtigen Steuerzahler :D Irgendwer muss sich ja durchmogeln :D Haha ja, falsche Anreize. So läufts nun mal Die Spaten sollen mal aufhören zu chatten ... Ja was brauchen die so lange ^^ Ohne Witz... was gibt's denn da so viel zu diskutieren? Immerhin schon nein stunde kein WhatsApp :D DDR OH NEIN! Stimmt..."
1,6,3,0,0,24,True,"Denkt ihr denn nicht mal an den armen Fiskus? XD Wir sind aber keine aufrichtigen Steuerzahler :D Haha ja, falsche Anreize. So läufts nun mal Die Spaten sollen mal aufhören zu chatten ... Immerhin schon nein stunde kein WhatsApp :D","Sehr schön Läuft doch Ich würde sagen auf ein neues Denkt ihr denn nicht mal an den armen Fiskus? XD Des# Der hat schon genug auch ohne uns :D Haha der hat jedoch! Wir sind aber keine aufrichtigen Steuerzahler :D Irgendwer muss sich ja durchmogeln :D Haha ja, falsche Anreize. So läufts nun mal Die Spaten sollen mal aufhören zu chatten ... Ja was brauchen die so lange ^^ Ohne Witz... was gibt's denn da so viel zu diskutieren? Immerhin schon nein stunde kein WhatsApp :D DDR OH NEIN! Stimmt...",Ich würde sagen auf ein neues Denkt ihr denn nicht mal an den armen Fiskus? XD Der hat schon genug auch ohne uns :D Haha der hat jedoch! Wir sind aber keine aufrichtigen Steuerzahler :D,"Sehr schön Läuft doch Ich würde sagen auf ein neues Denkt ihr denn nicht mal an den armen Fiskus? XD Des# Der hat schon genug auch ohne uns :D Haha der hat jedoch! Wir sind aber keine aufrichtigen Steuerzahler :D Irgendwer muss sich ja durchmogeln :D Haha ja, falsche Anreize. So läufts nun mal Die Spaten sollen mal aufhören zu chatten ... Ja was brauchen die so lange ^^ Ohne Witz... was gibt's denn da so viel zu diskutieren? Immerhin schon nein stunde kein WhatsApp :D DDR OH NEIN! Stimmt..."
2,6,4,0,1,20,True,"Jawoll nicht kontrolliert :D Wieder 0? Sehr gut :D Ist ja cool, sowas hatte ich noch nie :D Bei wie vielen wart ihr denn bis jetzt? Ui das ist ja schon eine Menge :D Ich bin erst bei 16  Freitag bin ich auch dabei :D Jaa das ist auch immer gut :D Bei dem war ich auch mal, das war echt langweilig  Ja leider ist das so :/ oh Mann :D","Keine Kontrolle :D Die Macht ist mit uns! Jawoll nicht kontrolliert :D Wieder 0? Hehe. Soooo, noch 280 Sekunden^^ Risiko? JA! Jo, wieder 0 :D Sehr gut :D Ich hatte mal ein Experiment da konnte man in der Wartezeit Comics lesen, das war ganz nett... wenn man auf die langsamen Menschen wartet Ist ja cool, sowas hatte ich noch nie :D Haha, ja manche Menschen sind seeeeeehr langsam... Bei wie vielen wart ihr denn bis jetzt? Ca 30. Ui das ist ja schon eine Menge :D Heute Nummer 38 :D Ich bin erst bei 16  Bisschen Kohle nebenbei verdienen und hier muss man ja nichts Anstrengendes machen Und am Freitag zu Nummer 39 Ich mache auch immer die mit wo man Ritter Sport bekommt :D Freitag bin ich auch dabei :D Ich finde Experimente herrlich :D manchmal sind das auch schöne Knobelaufgaben :D Jaa das ist auch immer gut :D Ja! Aber manchmal ist es auch so super stumpf... z.B. Zahlenreihen nach Buchstaben kontrollieren. Und das 2h lang Ich hasse es, wenn man gemeinschaftlich Güter produziert, aber Trittbrettfahren möglich ist..... Bei dem war ich auch mal, das war echt langweilig  Es endet immer so, dass irgendwer anfängt Trittbrett zu fahren, dabei könnte man gemeinschaftlich solo viel mehr herausholen :S Ja leider ist das so :/ Ja.... ich hatte mal eins da konnte jeder investieren und hätte es jeder gemacht, wären es über 70 Euro gewesen Und wahrscheinlich denkt der Trittbrettfahrer noch er wäre schlau... Krass! oh Mann :D Leider nein","Wieder 0? Risiko? JA! Jo, wieder 0 :D","Keine Kontrolle :D Die Macht ist mit uns! Jawoll nicht kontrolliert :D Wieder 0? Hehe. Soooo, noch 280 Sekunden^^ Risiko? JA! Jo, wieder 0 :D Sehr gut :D Ich hatte mal ein Experiment da konnte man in der Wartezeit Comics lesen, das war ganz nett... wenn man auf die langsamen Menschen wartet Ist ja cool, sowas hatte ich noch nie :D Haha, ja manche Menschen sind seeeeeehr langsam... Bei wie vielen wart ihr denn bis jetzt? Ca 30. Ui das ist ja schon eine Menge :D Heute Nummer 38 :D Ich bin erst bei 16  Bisschen Kohle nebenbei verdienen und hier muss man ja nichts Anstrengendes machen Und am Freitag zu Nummer 39 Ich mache auch immer die mit wo man Ritter Sport bekommt :D Freitag bin ich auch dabei :D Ich finde Experimente herrlich :D manchmal sind das auch schöne Knobelaufgaben :D Jaa das ist auch immer gut :D Ja! Aber manchmal ist es auch so super stumpf... z.B. Zahlenreihen nach Buchstaben kontrollieren. Und das 2h lang Ich hasse es, wenn man gemeinschaftlich Güter produziert, aber Trittbrettfahren möglich ist..... Bei dem war ich auch mal, das war echt langweilig  Es endet immer so, dass irgendwer anfängt Trittbrett zu fahren, dabei könnte man gemeinschaftlich solo viel mehr herausholen :S Ja leider ist das so :/ Ja.... ich hatte mal eins da konnte jeder investieren und hätte es jeder gemacht, wären es über 70 Euro gewesen Und wahrscheinlich denkt der Trittbrettfahrer noch er wäre schlau... Krass! oh Mann :D Leider nein"
2,6,5,0,1,23,True,"Die Macht ist mit uns! Risiko? JA! Ich hatte mal ein Experiment da konnte man in der Wartezeit Comics lesen, das war ganz nett... wenn man auf die langsamen Menschen wartet Ca 30. Bisschen Kohle nebenbei verdienen und hier muss man ja nichts Anstrengendes machen Ich mache auch immer die mit wo man Ritter Sport bekommt :D Ja! Aber manchmal ist es auch so super stumpf... z.B. Zahlenreihen nach Buchstaben kontrollieren. Und das 2h lang Ja.... ich hatte mal eins da konnte jeder investieren und hätte es jeder gemacht, wären es über 70 Euro gewesen Leider nein","Keine Kontrolle :D Die Macht ist mit uns! Jawoll nicht kontrolliert :D Wieder 0? Hehe. Soooo, noch 280 Sekunden^^ Risiko? JA! Jo, wieder 0 :D Sehr gut :D Ich hatte mal ein Experiment da konnte man in der Wartezeit Comics lesen, das war ganz nett... wenn man auf die langsamen Menschen wartet Ist ja cool, sowas hatte ich noch nie :D Haha, ja manche Menschen sind seeeeeehr langsam... Bei wie vielen wart ihr denn bis jetzt? Ca 30. Ui das ist ja schon eine Menge :D Heute Nummer 38 :D Ich bin erst bei 16  Bisschen Kohle nebenbei verdienen und hier muss man ja nichts Anstrengendes machen Und am Freitag zu Nummer 39 Ich mache auch immer die mit wo man Ritter Sport bekommt :D Freitag bin ich auch dabei :D Ich finde Experimente herrlich :D manchmal sind das auch schöne Knobelaufgaben :D Jaa das ist auch immer gut :D Ja! Aber manchmal ist es auch so super stumpf... z.B. Zahlenreihen nach Buchstaben kontrollieren. Und das 2h lang Ich hasse es, wenn man gemeinschaftlich Güter produziert, aber Trittbrettfahren möglich ist..... Bei dem war ich auch mal, das war echt langweilig  Es endet immer so, dass irgendwer anfängt Trittbrett zu fahren, dabei könnte man gemeinschaftlich solo viel mehr herausholen :S Ja leider ist das so :/ Ja.... ich hatte mal eins da konnte jeder investieren und hätte es jeder gemacht, wären es über 70 Euro gewesen Und wahrscheinlich denkt der Trittbrettfahrer noch er wäre schlau... Krass! oh Mann :D Leider nein","Wieder 0? Risiko? JA! Jo, wieder 0 :D","Keine Kontrolle :D Die Macht ist mit uns! Jawoll nicht kontrolliert :D Wieder 0? Hehe. Soooo, noch 280 Sekunden^^ Risiko? JA! Jo, wieder 0 :D Sehr gut :D Ich hatte mal ein Experiment da konnte man in der Wartezeit Comics lesen, das war ganz nett... wenn man auf die langsamen Menschen wartet Ist ja cool, sowas hatte ich noch nie :D Haha, ja manche Menschen sind seeeeeehr langsam... Bei wie vielen wart ihr denn bis jetzt? Ca 30. Ui das ist ja schon eine Menge :D Heute Nummer 38 :D Ich bin erst bei 16  Bisschen Kohle nebenbei verdienen und hier muss man ja nichts Anstrengendes machen Und am Freitag zu Nummer 39 Ich mache auch immer die mit wo man Ritter Sport bekommt :D Freitag bin ich auch dabei :D Ich finde Experimente herrlich :D manchmal sind das auch schöne Knobelaufgaben :D Jaa das ist auch immer gut :D Ja! Aber manchmal ist es auch so super stumpf... z.B. Zahlenreihen nach Buchstaben kontrollieren. Und das 2h lang Ich hasse es, wenn man gemeinschaftlich Güter produziert, aber Trittbrettfahren möglich ist..... Bei dem war ich auch mal, das war echt langweilig  Es endet immer so, dass irgendwer anfängt Trittbrett zu fahren, dabei könnte man gemeinschaftlich solo viel mehr herausholen :S Ja leider ist das so :/ Ja.... ich hatte mal eins da konnte jeder investieren und hätte es jeder gemacht, wären es über 70 Euro gewesen Und wahrscheinlich denkt der Trittbrettfahrer noch er wäre schlau... Krass! oh Mann :D Leider nein"
2,6,6,0,0,24,True,"Keine Kontrolle :D Hehe. Soooo, noch 280 Sekunden^^ Jo, wieder 0 :D Haha, ja manche Menschen sind seeeeeehr langsam... Heute Nummer 38 :D Und am Freitag zu Nummer 39 Ich finde Experimente herrlich :D manchmal sind das auch schöne Knobelaufgaben :D Ich hasse es, wenn man gemeinschaftlich Güter produziert, aber Trittbrettfahren möglich ist..... Es endet immer so, dass irgendwer anfängt Trittbrett zu fahren, dabei könnte man gemeinschaftlich solo viel mehr herausholen :S Und wahrscheinlich denkt der Trittbrettfahrer noch er wäre schlau... Krass!","Keine Kontrolle :D Die Macht ist mit uns! Jawoll nicht kontrolliert :D Wieder 0? Hehe. Soooo, noch 280 Sekunden^^ Risiko? JA! Jo, wieder 0 :D Sehr gut :D Ich hatte mal ein Experiment da konnte man in der Wartezeit Comics lesen, das war ganz nett... wenn man auf die langsamen Menschen wartet Ist ja cool, sowas hatte ich noch nie :D Haha, ja manche Menschen sind seeeeeehr langsam... Bei wie vielen wart ihr denn bis jetzt? Ca 30. Ui das ist ja schon eine Menge :D Heute Nummer 38 :D Ich bin erst bei 16  Bisschen Kohle nebenbei verdienen und hier muss man ja nichts Anstrengendes machen Und am Freitag zu Nummer 39 Ich mache auch immer die mit wo man Ritter Sport bekommt :D Freitag bin ich auch dabei :D Ich finde Experimente herrlich :D manchmal sind das auch schöne Knobelaufgaben :D Jaa das ist auch immer gut :D Ja! Aber manchmal ist es auch so super stumpf... z.B. Zahlenreihen nach Buchstaben kontrollieren. Und das 2h lang Ich hasse es, wenn man gemeinschaftlich Güter produziert, aber Trittbrettfahren möglich ist..... Bei dem war ich auch mal, das war echt langweilig  Es endet immer so, dass irgendwer anfängt Trittbrett zu fahren, dabei könnte man gemeinschaftlich solo viel mehr herausholen :S Ja leider ist das so :/ Ja.... ich hatte mal eins da konnte jeder investieren und hätte es jeder gemacht, wären es über 70 Euro gewesen Und wahrscheinlich denkt der Trittbrettfahrer noch er wäre schlau... Krass! oh Mann :D Leider nein","Wieder 0? Risiko? JA! Jo, wieder 0 :D","Keine Kontrolle :D Die Macht ist mit uns! Jawoll nicht kontrolliert :D Wieder 0? Hehe. Soooo, noch 280 Sekunden^^ Risiko? JA! Jo, wieder 0 :D Sehr gut :D Ich hatte mal ein Experiment da konnte man in der Wartezeit Comics lesen, das war ganz nett... wenn man auf die langsamen Menschen wartet Ist ja cool, sowas hatte ich noch nie :D Haha, ja manche Menschen sind seeeeeehr langsam... Bei wie vielen wart ihr denn bis jetzt? Ca 30. Ui das ist ja schon eine Menge :D Heute Nummer 38 :D Ich bin erst bei 16  Bisschen Kohle nebenbei verdienen und hier muss man ja nichts Anstrengendes machen Und am Freitag zu Nummer 39 Ich mache auch immer die mit wo man Ritter Sport bekommt :D Freitag bin ich auch dabei :D Ich finde Experimente herrlich :D manchmal sind das auch schöne Knobelaufgaben :D Jaa das ist auch immer gut :D Ja! Aber manchmal ist es auch so super stumpf... z.B. Zahlenreihen nach Buchstaben kontrollieren. Und das 2h lang Ich hasse es, wenn man gemeinschaftlich Güter produziert, aber Trittbrettfahren möglich ist..... Bei dem war ich auch mal, das war echt langweilig  Es endet immer so, dass irgendwer anfängt Trittbrett zu fahren, dabei könnte man gemeinschaftlich solo viel mehr herausholen :S Ja leider ist das so :/ Ja.... ich hatte mal eins da konnte jeder investieren und hätte es jeder gemacht, wären es über 70 Euro gewesen Und wahrscheinlich denkt der Trittbrettfahrer noch er wäre schlau... Krass! oh Mann :D Leider nein"
3,6,7,0,1,23,True,Wollte ich auch gerade sagen :D Noch ja :D ,Und jetzt? Alle guten Dinge sind 3 Wollte ich auch gerade sagen :D Läuft bei uns auf jeden Fall  Dann schließe ich mich der Mehrheit an Noch ja :D ,Alle guten Dinge sind 3,Und jetzt? Alle guten Dinge sind 3 Wollte ich auch gerade sagen :D Läuft bei uns auf jeden Fall  Dann schließe ich mich der Mehrheit an Noch ja :D 
3,6,8,0,1,26,True,Und jetzt? Dann schließe ich mich der Mehrheit an,Und jetzt? Alle guten Dinge sind 3 Wollte ich auch gerade sagen :D Läuft bei uns auf jeden Fall  Dann schließe ich mich der Mehrheit an Noch ja :D ,Alle guten Dinge sind 3,Und jetzt? Alle guten Dinge sind 3 Wollte ich auch gerade sagen :D Läuft bei uns auf jeden Fall  Dann schließe ich mich der Mehrheit an Noch ja :D 
