participant__session__code,participant__session_id,participant__id_in_session,participant__code,channel,nickname,body,timestamp
8djinnhj,48,5,tgxwq6pq,48-stage_1-79,Mitarbeiter,ddd,1575537442.7410471
8djinnhj,48,6,9tp47osb,48-stage_1-79,Mitarbeiter,ddd,1575537446.683192
w76d4dd2,49,1,juoz0b1w,49-stage_1-80,Mitarbeiter,ssss,1575537710.6708212
w76d4dd2,49,2,2onzkusd,49-stage_1-80,Mitarbeiter,dddd,1575537717.266978
w76d4dd2,49,3,n8gq4xf7,49-stage_1-81,Mitarbeiter,ssss,1575537721.087622
w76d4dd2,49,4,ebca62uv,49-stage_1-81,Mitarbeiter,dddd,1575537724.710934
w76d4dd2,49,5,ppf5ro4o,49-stage_1-82,Mitarbeiter,ffff,1575537728.437185
w76d4dd2,49,6,ex2lrfb6,49-stage_1-82,Mitarbeiter,ffff,1575537731.8287392
advbl96w,55,6,efauze5z,55-stage_1-96,Mitarbeiter,also,1575541167.959753
advbl96w,55,5,qltagad4,55-stage_1-96,Mitarbeiter,Dürfen wir jetzt sagen wieviele Überstunden wir gemacht haben hier?,1575541178.874487
advbl96w,55,6,efauze5z,55-stage_1-96,Mitarbeiter,"keine Ahnung, glaube schon",1575541207.464549
advbl96w,55,5,qltagad4,55-stage_1-96,Mitarbeiter,okay ich hab 10,1575541214.2269151
advbl96w,55,6,efauze5z,55-stage_1-96,Mitarbeiter,ich verstehe auch nicht warum wir nicht immer die maximale Anzahl angeben wurden,1575541241.159821
advbl96w,55,6,efauze5z,55-stage_1-96,Mitarbeiter,fur max lab punkte,1575541246.927563
advbl96w,55,6,efauze5z,55-stage_1-96,Mitarbeiter,ich auch 10,1575541250.839778
advbl96w,55,6,efauze5z,55-stage_1-96,Mitarbeiter,achso moment,1575541281.942952
advbl96w,55,2,shq3petg,55-stage_1-94,Mitarbeiter,Hallo,1575541297.295678
advbl96w,55,6,efauze5z,55-stage_1-96,Mitarbeiter,aus 8 Leuten werden 4 personen immer geprüft,1575541299.317206
advbl96w,55,5,qltagad4,55-stage_1-96,Mitarbeiter,wenn wir 60 angeben müssten wir dann falls wir überprüft werden beide 2 euro drauf zahlen?,1575541299.890593
advbl96w,55,6,efauze5z,55-stage_1-96,Mitarbeiter,ok,1575541300.614936
advbl96w,55,1,trbgut1e,55-stage_1-94,Mitarbeiter,Hallo,1575541304.892541
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,hi,1575541305.395359
advbl96w,55,3,uaiukij2,55-stage_1-95,Mitarbeiter,hey,1575541311.2809448
advbl96w,55,5,qltagad4,55-stage_1-96,Mitarbeiter,ich würd sagen lass einfach ehrlich sein und safe mit 5 euro rausgehen ?,1575541318.850902
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,deutsch oder englisch,1575541319.283067
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,was preferierst du;,1575541326.171218
advbl96w,55,2,shq3petg,55-stage_1-94,Mitarbeiter,Was geben wir an?,1575541327.526363
advbl96w,55,5,qltagad4,55-stage_1-96,Mitarbeiter,also beide 10 angeben?,1575541330.498753
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,?,1575541331.178566
advbl96w,55,3,uaiukij2,55-stage_1-95,Mitarbeiter,hmm,1575541338.6326342
advbl96w,55,6,efauze5z,55-stage_1-96,Mitarbeiter,aber,1575541339.823164
advbl96w,55,6,efauze5z,55-stage_1-96,Mitarbeiter,wir haben garantier 4,1575541347.7753348
advbl96w,55,3,uaiukij2,55-stage_1-95,Mitarbeiter,kommt drauf an wie viele Überstunden du hast haha,1575541355.528091
advbl96w,55,5,qltagad4,55-stage_1-96,Mitarbeiter,die 4 können wir verlieren ,1575541358.8742158
advbl96w,55,2,shq3petg,55-stage_1-94,Mitarbeiter,"einfach ehrlich, 10 Überstunden? :)",1575541359.6870568
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,xd,1575541361.322955
advbl96w,55,1,trbgut1e,55-stage_1-94,Mitarbeiter,"10 Überstunden. So, wie es auf dem Zettel steht.",1575541367.668064
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,auf mein Papier steht 10,1575541368.947579
advbl96w,55,2,shq3petg,55-stage_1-94,Mitarbeiter,okay,1575541373.647586
advbl96w,55,5,qltagad4,55-stage_1-96,Mitarbeiter,da steht zwar fix aber die können wir auch verlieren !,1575541376.402424
advbl96w,55,3,uaiukij2,55-stage_1-95,Mitarbeiter,auf meinem auch,1575541376.6799629
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,was ist bei dir?,1575541381.2106931
advbl96w,55,6,efauze5z,55-stage_1-96,Mitarbeiter,wirklich?,1575541392.095062
advbl96w,55,5,qltagad4,55-stage_1-96,Mitarbeiter,ja!,1575541399.529906
advbl96w,55,3,uaiukij2,55-stage_1-95,Mitarbeiter,also so würden wir halt 50 pkt erhalten,1575541401.071854
advbl96w,55,8,0r3owf5n,55-stage_1-97,Mitarbeiter,hallo,1575541403.1792462
advbl96w,55,1,trbgut1e,55-stage_1-94,Mitarbeiter,Gut. Ciao und Grüße,1575541403.283624
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,"ich bin der Meinung, dass wir grade 10 sagen sollen",1575541407.994572
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,japp 50 punkte,1575541411.986573
advbl96w,55,8,0r3owf5n,55-stage_1-97,Mitarbeiter,ich habe 10 Überstunden,1575541415.6895921
advbl96w,55,7,iwkx2i5i,55-stage_1-97,Mitarbeiter,hallo,1575541420.799774
advbl96w,55,8,0r3owf5n,55-stage_1-97,Mitarbeiter,du?,1575541421.969364
advbl96w,55,5,qltagad4,55-stage_1-96,Mitarbeiter,"ich würd sagen wir bleiben ehrlich, mit 10 wäre das die beste Strategie",1575541422.5703092
advbl96w,55,7,iwkx2i5i,55-stage_1-97,Mitarbeiter,ich auch,1575541428.327168
advbl96w,55,2,shq3petg,55-stage_1-94,Mitarbeiter,ciao :D,1575541429.4938838
advbl96w,55,6,efauze5z,55-stage_1-96,Mitarbeiter,ja ok,1575541431.246953
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,ich glaube dass alle gruppen werden überprüft,1575541431.873867
advbl96w,55,3,uaiukij2,55-stage_1-95,Mitarbeiter,ich glaube auch weil dann wenn wir z.B. 20 eingeben dann bekommen wir immer weniger,1575541436.607816
advbl96w,55,5,qltagad4,55-stage_1-96,Mitarbeiter,dann haben wir sogar 6,1575541438.042578
advbl96w,55,8,0r3owf5n,55-stage_1-97,Mitarbeiter,"ok dann sollen wir angeben , dass wir mehr haben oder",1575541442.768715
advbl96w,55,8,0r3owf5n,55-stage_1-97,Mitarbeiter,?,1575541444.192468
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,jaja,1575541444.570003
advbl96w,55,7,iwkx2i5i,55-stage_1-97,Mitarbeiter,Gute Frage,1575541454.719224
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,so wir sollen ehrlich sein ,1575541454.7456908
advbl96w,55,3,uaiukij2,55-stage_1-95,Mitarbeiter,but no risk no fun haha,1575541459.959625
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,ne ne,1575541464.8178718
advbl96w,55,3,uaiukij2,55-stage_1-95,Mitarbeiter,ja ja ,1575541470.7515352
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,ich glaube sie gucken,1575541470.810048
advbl96w,55,3,uaiukij2,55-stage_1-95,Mitarbeiter,ich bin auch für 10,1575541475.327168
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,wie trustworthy wir sind,1575541476.162824
advbl96w,55,8,0r3owf5n,55-stage_1-97,Mitarbeiter,"ich glaube es ist möglich, wir müssen nur dasselbe angeben",1575541481.7771351
advbl96w,55,3,uaiukij2,55-stage_1-95,Mitarbeiter,haha kann sein,1575541483.183583
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,ja dann sagen wir die Wahrheit,1575541487.082423
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,so 10,1575541489.665348
advbl96w,55,7,iwkx2i5i,55-stage_1-97,Mitarbeiter,es kann nicht von dem fix betrag abgezogen werden oder,1575541491.630943
advbl96w,55,3,uaiukij2,55-stage_1-95,Mitarbeiter,ok also 10,1575541494.1835022
advbl96w,55,8,0r3owf5n,55-stage_1-97,Mitarbeiter,nein,1575541496.2162051
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,cool,1575541498.589503
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,10,1575541502.088405
advbl96w,55,7,iwkx2i5i,55-stage_1-97,Mitarbeiter,na gut,1575541503.0624452
advbl96w,55,3,uaiukij2,55-stage_1-95,Mitarbeiter,"ok, war sehr nett",1575541503.83131
advbl96w,55,7,iwkx2i5i,55-stage_1-97,Mitarbeiter,max ist 60,1575541508.206739
advbl96w,55,8,0r3owf5n,55-stage_1-97,Mitarbeiter,auf jeden fall werden wir 4 euro am ende bekommen,1575541509.240931
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,;),1575541510.809396
advbl96w,55,3,uaiukij2,55-stage_1-95,Mitarbeiter,byeeee,1575541514.2630348
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,dann chat beenden?,1575541520.033395
advbl96w,55,4,chr1rr3g,55-stage_1-95,Mitarbeiter,ciao,1575541523.585431
advbl96w,55,3,uaiukij2,55-stage_1-95,Mitarbeiter,yup,1575541523.6473658
advbl96w,55,8,0r3owf5n,55-stage_1-97,Mitarbeiter,60 pro person oder,1575541529.792384
advbl96w,55,7,iwkx2i5i,55-stage_1-97,Mitarbeiter,hört sich gut an,1575541557.1746602
advbl96w,55,8,0r3owf5n,55-stage_1-97,Mitarbeiter,dann 40 jeder?,1575541586.591381
advbl96w,55,7,iwkx2i5i,55-stage_1-97,Mitarbeiter,wie bitte?,1575541597.9413261
advbl96w,55,8,0r3owf5n,55-stage_1-97,Mitarbeiter,wie viel stunden wollen wir angeben,1575541610.807863
advbl96w,55,7,iwkx2i5i,55-stage_1-97,Mitarbeiter,wieso denn nicht 60 auf einmal,1575541615.4780438
advbl96w,55,8,0r3owf5n,55-stage_1-97,Mitarbeiter,wir haben tatsächlich nur 10,1575541618.168436
advbl96w,55,8,0r3owf5n,55-stage_1-97,Mitarbeiter,ok dann 60 ,1575541624.2399502
advbl96w,55,8,0r3owf5n,55-stage_1-97,Mitarbeiter,:),1575541626.575809
advbl96w,55,7,iwkx2i5i,55-stage_1-97,Mitarbeiter,wenn wir nicht ins negativ gehen koennen dann 60,1575541640.5979562
advbl96w,55,8,0r3owf5n,55-stage_1-97,Mitarbeiter,ok dann lass uns 60 angeben jeje,1575541653.063539
advbl96w,55,7,iwkx2i5i,55-stage_1-97,Mitarbeiter,ist es nicht aber insgesamt,1575541664.638009
advbl96w,55,7,iwkx2i5i,55-stage_1-97,Mitarbeiter,60,1575541666.884681
advbl96w,55,7,iwkx2i5i,55-stage_1-97,Mitarbeiter,?,1575541676.73363
advbl96w,55,7,iwkx2i5i,55-stage_1-97,Mitarbeiter,ok lass uns trotzdem einfach 60 machen,1575541688.6295722
advbl96w,55,8,0r3owf5n,55-stage_1-97,Mitarbeiter,ja,1575541690.663939
