participant__session__code,participant__session_id,participant__id_in_session,participant__code,channel,nickname,body,timestamp
b69m6lyx,8,17,13r24m3g,8-FHM-22,Mitarbeiter,hallo? :D,1589789532.19583
b69m6lyx,8,10,9k34mngn,8-FHM-18,Mitarbeiter,Hallo,1589789535.03958
b69m6lyx,8,18,h00ooie3,8-FHM-22,Mitarbeiter,hii,1589789538.48545
b69m6lyx,8,20,tk9ersa4,8-FHM-23,Mitarbeiter,"Weil die Wahrscheinlichkeit geringer ist, überprüft zu werden?",1589789539.94701
b69m6lyx,8,9,2590my8r,8-FHM-18,Mitarbeiter,Hi,1589789542.15047
b69m6lyx,8,17,13r24m3g,8-FHM-22,Mitarbeiter,ok also was wollen wir an Überstunden angeben ? :D ,1589789553.0844
b69m6lyx,8,3,r8kak6j0,8-FHM-15,Mitarbeiter,"okay beste grüße, ich beende den chat dann jetzt",1589789553.95194
b69m6lyx,8,10,9k34mngn,8-FHM-18,Mitarbeiter,Wieviele Überstunden hast du angeblich gemacht?,1589789557.62556
b69m6lyx,8,19,2fsptkni,8-FHM-23,Mitarbeiter,"Richtig. 70 Prozent Wahrscheinlichkeit, dass wir nicht überprüft werden.",1589789557.69345
b69m6lyx,8,9,2590my8r,8-FHM-18,Mitarbeiter,10,1589789565.20247
b69m6lyx,8,10,9k34mngn,8-FHM-18,Mitarbeiter,Ok ich auch,1589789570.91776
b69m6lyx,8,17,13r24m3g,8-FHM-22,Mitarbeiter,"pokern wir und geben beide mehr an und hoffen, dass wir nicht überprüft werden?",1589789573.00531
b69m6lyx,8,18,h00ooie3,8-FHM-22,Mitarbeiter,hmm ,1589789574.10068
b69m6lyx,8,8,79d67ni1,8-FHM-17,Mitarbeiter,"können wir machen, willst du das ganze Experiment so vorgehen, oder sollen wir zB auch mal beide 15 angeben wenn 10 da sind? ",1589789579.09252
b69m6lyx,8,18,h00ooie3,8-FHM-22,Mitarbeiter,jaa oder ,1589789581.33642
b69m6lyx,8,17,13r24m3g,8-FHM-22,Mitarbeiter,würde ich auch sagen,1589789586.4912
b69m6lyx,8,9,2590my8r,8-FHM-18,Mitarbeiter,"Wenn wir beide aber sagen, dass wir mehr gemacht haben, hätten wir die Chance nicht überprüft zu werden und damit mehr zu bekommen",1589789588.94005
b69m6lyx,8,7,wipyck3j,8-FHM-17,Mitarbeiter,klingt gut,1589789596.8505
b69m6lyx,8,18,h00ooie3,8-FHM-22,Mitarbeiter,wieviel?:D,1589789608.2168
b69m6lyx,8,8,79d67ni1,8-FHM-17,Mitarbeiter,also diesmal 10 oder schon 15?,1589789609.1349
b69m6lyx,8,10,9k34mngn,8-FHM-18,Mitarbeiter,Ja aber wenn wir überprüft werden können wir auch mehr verlieren,1589789609.77645
b69m6lyx,8,20,tk9ersa4,8-FHM-23,Mitarbeiter,Dann einigen wir uns am besten auf eine höhere Überstundenzahl :),1589789612.08731
b69m6lyx,8,19,2fsptkni,8-FHM-23,Mitarbeiter,Könnte natürlich auch schiefgehen und ich will Dich nicht reinreiten.,1589789617.2177
b69m6lyx,8,10,9k34mngn,8-FHM-18,Mitarbeiter,Wieviel mehr würdest du angeben?,1589789623.84609
b69m6lyx,8,17,13r24m3g,8-FHM-22,Mitarbeiter,"um ehrlich zu sein würde ich sogar knallhart 60 Überstunden pro Person angeben, mehr als 1€ für 10 Überstunden können wir doch eh nicht verlieren, oder ?",1589789628.68377
b69m6lyx,8,7,wipyck3j,8-FHM-17,Mitarbeiter,die ganze zeit 15,1589789648.20302
b69m6lyx,8,19,2fsptkni,8-FHM-23,Mitarbeiter,"Wenn wir schummeln wollen, dann volles Risiko, also 60 Überstunden angeben.",1589789649.80245
b69m6lyx,8,20,tk9ersa4,8-FHM-23,Mitarbeiter,"Es ist ja zuhause keine verlorene Zeit, ich bin risikofreudig. ",1589789651.75849
b69m6lyx,8,19,2fsptkni,8-FHM-23,Mitarbeiter,😂,1589789662.04064
b69m6lyx,8,18,h00ooie3,8-FHM-22,Mitarbeiter,oki kann man versuchen,1589789663.64089
b69m6lyx,8,8,79d67ni1,8-FHM-17,Mitarbeiter,"die ganze zeit ergibt ja keinen sinn, wenn das nächste mal eigentlich 20 überstünden da stehen :D ",1589789664.01603
b69m6lyx,8,18,h00ooie3,8-FHM-22,Mitarbeiter,oder 55 haha,1589789668.92087
b69m6lyx,8,7,wipyck3j,8-FHM-17,Mitarbeiter,achsooo,1589789670.57985
b69m6lyx,8,9,2590my8r,8-FHM-18,Mitarbeiter,"10 mehr. Also 20. Denn wenn wir überprüft werden, können uns auch nur 10 Punkte abgezogen werden und wir wären beim 'normalen' Lohn ohne Überstunden",1589789671.92722
b69m6lyx,8,8,79d67ni1,8-FHM-17,Mitarbeiter,"aber gut, tippen wir diesmal 15 ein und gucken nächste runde noch mal :) ",1589789674.11107
b69m6lyx,8,20,tk9ersa4,8-FHM-23,Mitarbeiter,"Stimmt. Wir dürfen ja nur 60 maximal. Ja dann, geben wir 60 an! Bin dafür.",1589789675.61294
b69m6lyx,8,7,wipyck3j,8-FHM-17,Mitarbeiter,immer die hälfte mehr ok?,1589789681.32603
b69m6lyx,8,19,2fsptkni,8-FHM-23,Mitarbeiter,Dann let it go 👍,1589789681.81511
b69m6lyx,8,8,79d67ni1,8-FHM-17,Mitarbeiter,oki!,1589789687.02463
b69m6lyx,8,19,2fsptkni,8-FHM-23,Mitarbeiter,Viel Glück uns beiden!,1589789692.38919
b69m6lyx,8,17,13r24m3g,8-FHM-22,Mitarbeiter,"wie du möchtest :D müssen halt nur das Selbe angeben, um nicht definitiv überprüft zu werden",1589789692.68517
b69m6lyx,8,15,ci5xp4ks,8-FHM-21,Mitarbeiter,"Hallo, wie viel würdest du angeben?",1589789696.74844
b69m6lyx,8,9,2590my8r,8-FHM-18,Mitarbeiter,"Aber auch nur, wenn du einverstanden bist.",1589789698.67304
b69m6lyx,8,20,tk9ersa4,8-FHM-23,Mitarbeiter,"Ja danke, ebenso!",1589789700.52093
b69m6lyx,8,18,h00ooie3,8-FHM-22,Mitarbeiter,okay also 55?,1589789708.6279
b69m6lyx,8,17,13r24m3g,8-FHM-22,Mitarbeiter,oki,1589789712.22517
b69m6lyx,8,18,h00ooie3,8-FHM-22,Mitarbeiter,supi,1589789718.07132
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,hmmm gute Frage ,1589789718.71893
b69m6lyx,8,10,9k34mngn,8-FHM-18,Mitarbeiter,Ok können wir versuchen,1589789728.19998
b69m6lyx,8,15,ci5xp4ks,8-FHM-21,Mitarbeiter,Finde 10 schon ein bisschen wenig...,1589789750.03773
b69m6lyx,8,9,2590my8r,8-FHM-18,Mitarbeiter,"Alles klar. Dann geben wir also an, wir haben 20 Überstunden gemacht?",1589789753.10193
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,ja finde ich auch,1589789755.84599
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,können ja pokern,1589789759.07594
b69m6lyx,8,10,9k34mngn,8-FHM-18,Mitarbeiter,Ja,1589789762.8934
b69m6lyx,8,9,2590my8r,8-FHM-18,Mitarbeiter,Ok. Ich wünsche uns Glück!,1589789775.86038
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,können ja 20 oder 30 angeben,1589789778.14465
b69m6lyx,8,10,9k34mngn,8-FHM-18,Mitarbeiter,Haha ja,1589789786.98836
b69m6lyx,8,15,ci5xp4ks,8-FHM-21,Mitarbeiter,"wenn wir das gleiche angeben, dürfte die Wahrscheinlichkeit ja recht hoch sein, dass es durchgeht",1589789791.21514
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,aber wenn wir kontrolliert werden ist es noch weniger haha,1589789795.54753
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,hoffentlich,1589789803.45013
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,ja lass uns das ausprobieren,1589789813.62363
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,wieviel willst du angeben?,1589789825.13384
b69m6lyx,8,15,ci5xp4ks,8-FHM-21,Mitarbeiter,"dann soll sich das Pokern auch lohnen, also 30?",1589789825.3772
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,ja bin dabei,1589789831.01628
b69m6lyx,8,15,ci5xp4ks,8-FHM-21,Mitarbeiter,"Alles klar, 30 und los geht's ",1589789845.12666
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,bis gleich haha,1589789855.52562
bl673crl,15,6,lt101d5t,15-FHM-32,Mitarbeiter,Hey!,1589976520.02837
bl673crl,15,23,scjc4ekc,15-FHM-41,Mitarbeiter,Ich gebe 10 Überstunden an,1589976535.11448
bl673crl,15,5,kqu8ocgd,15-FHM-32,Mitarbeiter,hallo,1589976535.6946
bl673crl,15,5,kqu8ocgd,15-FHM-32,Mitarbeiter,joa ich überlege gerade noch haha,1589976547.41128
bl673crl,15,24,idkl9bvr,15-FHM-41,Mitarbeiter,Warum nicht mehr?,1589976552.44505
bl673crl,15,5,kqu8ocgd,15-FHM-32,Mitarbeiter,also 10 wäre echt und bis zu 60 können wir sagen,1589976564.55406
bl673crl,15,23,scjc4ekc,15-FHM-41,Mitarbeiter,Weil wir überprüft werden können und ich bei diesen Experimenten immer Pech habe,1589976573.61402
bl673crl,15,5,kqu8ocgd,15-FHM-32,Mitarbeiter,wenn wir lügen würde ich mind 30 sagen,1589976576.1531
bl673crl,15,24,idkl9bvr,15-FHM-41,Mitarbeiter,"Okay, dann geben wir 10 an",1589976615.59553
bl673crl,15,6,lt101d5t,15-FHM-32,Mitarbeiter,"Gut, aber die Wahrscheinlichkeit, überprüft zu werden, ist ja immer gleich hoch oder?",1589976617.47128
bl673crl,15,23,scjc4ekc,15-FHM-41,Mitarbeiter,Gut dann beende ich den Chat jetzt,1589976632.7438
bl673crl,15,6,lt101d5t,15-FHM-32,Mitarbeiter,Dann können wir auch 60 sagen haha,1589976633.11644
bl673crl,15,5,kqu8ocgd,15-FHM-32,Mitarbeiter,wenn wir daselbe sagen iegt die bei ca. 30% ja,1589976638.14901
bl673crl,15,5,kqu8ocgd,15-FHM-32,Mitarbeiter,l,1589976641.6522
bl673crl,15,5,kqu8ocgd,15-FHM-32,Mitarbeiter,na gut dann sagen wir 60 dann sind wir im schlimmsten fall bei den 2€,1589976662.18903
bl673crl,15,14,0jpzxvod,15-FHM-36,Mitarbeiter,hallo,1589976665.96115
bl673crl,15,13,s3gx08bg,15-FHM-36,Mitarbeiter,Hey,1589976667.38355
bl673crl,15,5,kqu8ocgd,15-FHM-32,Mitarbeiter,und können 12 verdienen,1589976681.70414
bl673crl,15,14,0jpzxvod,15-FHM-36,Mitarbeiter,nur 10 überstunden diesen Monat....,1589976688.65223
bl673crl,15,13,s3gx08bg,15-FHM-36,Mitarbeiter,Willst du die wahren Überstunden angeben oder willst du höher angeben?,1589976696.9063
bl673crl,15,9,y8x9y9e7,15-FHM-34,Mitarbeiter,"Hey, also wir haben 10 Überstunden gemacht. Magst du lieber nen sicheren betrag ausgezahlt bekommen?",1589976703.47142
bl673crl,15,14,0jpzxvod,15-FHM-36,Mitarbeiter,gute frage.... was ist deine Meinung ,1589976723.21573
bl673crl,15,1,l1xv1b4v,15-FHM-30,Mitarbeiter,"Moin - würde sagen, wir geben mehr als 10 ÜS an und pokern - was meinst du?",1589976726.02465
bl673crl,15,3,bajnqrps,15-FHM-31,Mitarbeiter,"Servus, 40 ist Basis, 10 Überstunden sind es gewesen aber unabhängig davon: doppelt oder nichts? 40 Überstunden angeben? Wirds geprüft ist es eben 0, wirds nicht geprüft direkt das Doppelte",1589976727.46707
bl673crl,15,10,hf6qlt86,15-FHM-34,Mitarbeiter,"Hey :) ich bin da ganz offen. Wir könnten auch auf Risiko gehen, wenn du magst",1589976728.51222
bl673crl,15,19,twxn355f,15-FHM-39,Mitarbeiter,Hi :),1589976728.62604
bl673crl,15,9,y8x9y9e7,15-FHM-34,Mitarbeiter,Ja gerne:) ,1589976742.05368
bl673crl,15,11,hlcrps38,15-FHM-35,Mitarbeiter,Hallo,1589976742.2427
bl673crl,15,12,9d4pj4wc,15-FHM-35,Mitarbeiter,Hallo,1589976746.02263
bl673crl,15,2,rs33stri,15-FHM-30,Mitarbeiter,"Moin, wie viel würdest du sagen?",1589976746.98602
bl673crl,15,19,twxn355f,15-FHM-39,Mitarbeiter,Wollen wir mehr Überstunden angeben als wir tatsächlich gemacht haben oder safe spielen?,1589976747.54782
bl673crl,15,9,y8x9y9e7,15-FHM-34,Mitarbeiter,also einfach 60 Stunden angeben?,1589976749.69716
bl673crl,15,11,hlcrps38,15-FHM-35,Mitarbeiter,Wie viele Überstunden geben wir an?,1589976749.9222
bl673crl,15,2,rs33stri,15-FHM-30,Mitarbeiter,Können wir machen,1589976758.48633
bl673crl,15,20,f6074qt9,15-FHM-39,Mitarbeiter,Hi!,1589976758.67643
bl673crl,15,18,p69s3kgv,15-FHM-38,Mitarbeiter,hi,1589976760.23891
bl673crl,15,25,c6idoe15,15-FHM-42,Mitarbeiter,Hallo :),1589976761.40772
bl673crl,15,4,vs0simqf,15-FHM-31,Mitarbeiter,"würd ich auch sagen, aber dann doch 60 Stunden angeben, oder?",1589976761.57632
bl673crl,15,4,vs0simqf,15-FHM-31,Mitarbeiter,"Können ja nicht ins ""minus""",1589976769.33161
