participant__session__code,participant__session_id,participant__id_in_session,participant__code,channel,nickname,body,timestamp
b69m6lyx,8,17,13r24m3g,8-FHM-22,Mitarbeiter,hallo? :D,1589789532.19583
b69m6lyx,8,10,9k34mngn,8-FHM-18,Mitarbeiter,Hallo,1589789535.03958
b69m6lyx,8,18,h00ooie3,8-FHM-22,Mitarbeiter,hii,1589789538.48545
b69m6lyx,8,20,tk9ersa4,8-FHM-23,Mitarbeiter,"Weil die Wahrscheinlichkeit geringer ist, überprüft zu werden?",1589789539.94701
b69m6lyx,8,9,2590my8r,8-FHM-18,Mitarbeiter,Hi,1589789542.15047
b69m6lyx,8,17,13r24m3g,8-FHM-22,Mitarbeiter,ok also was wollen wir an Überstunden angeben ? :D ,1589789553.0844
b69m6lyx,8,3,r8kak6j0,8-FHM-15,Mitarbeiter,"okay beste grüße, ich beende den chat dann jetzt",1589789553.95194
b69m6lyx,8,10,9k34mngn,8-FHM-18,Mitarbeiter,Wieviele Überstunden hast du angeblich gemacht?,1589789557.62556
b69m6lyx,8,19,2fsptkni,8-FHM-23,Mitarbeiter,"Richtig. 70 Prozent Wahrscheinlichkeit, dass wir nicht überprüft werden.",1589789557.69345
b69m6lyx,8,9,2590my8r,8-FHM-18,Mitarbeiter,10,1589789565.20247
b69m6lyx,8,10,9k34mngn,8-FHM-18,Mitarbeiter,Ok ich auch,1589789570.91776
b69m6lyx,8,17,13r24m3g,8-FHM-22,Mitarbeiter,"pokern wir und geben beide mehr an und hoffen, dass wir nicht überprüft werden?",1589789573.00531
b69m6lyx,8,18,h00ooie3,8-FHM-22,Mitarbeiter,hmm ,1589789574.10068
b69m6lyx,8,8,79d67ni1,8-FHM-17,Mitarbeiter,"können wir machen, willst du das ganze Experiment so vorgehen, oder sollen wir zB auch mal beide 15 angeben wenn 10 da sind? ",1589789579.09252
b69m6lyx,8,18,h00ooie3,8-FHM-22,Mitarbeiter,jaa oder ,1589789581.33642
b69m6lyx,8,17,13r24m3g,8-FHM-22,Mitarbeiter,würde ich auch sagen,1589789586.4912
b69m6lyx,8,9,2590my8r,8-FHM-18,Mitarbeiter,"Wenn wir beide aber sagen, dass wir mehr gemacht haben, hätten wir die Chance nicht überprüft zu werden und damit mehr zu bekommen",1589789588.94005
b69m6lyx,8,7,wipyck3j,8-FHM-17,Mitarbeiter,klingt gut,1589789596.8505
b69m6lyx,8,18,h00ooie3,8-FHM-22,Mitarbeiter,wieviel?:D,1589789608.2168
b69m6lyx,8,8,79d67ni1,8-FHM-17,Mitarbeiter,also diesmal 10 oder schon 15?,1589789609.1349
b69m6lyx,8,10,9k34mngn,8-FHM-18,Mitarbeiter,Ja aber wenn wir überprüft werden können wir auch mehr verlieren,1589789609.77645
b69m6lyx,8,20,tk9ersa4,8-FHM-23,Mitarbeiter,Dann einigen wir uns am besten auf eine höhere Überstundenzahl :),1589789612.08731
b69m6lyx,8,19,2fsptkni,8-FHM-23,Mitarbeiter,Könnte natürlich auch schiefgehen und ich will Dich nicht reinreiten.,1589789617.2177
b69m6lyx,8,10,9k34mngn,8-FHM-18,Mitarbeiter,Wieviel mehr würdest du angeben?,1589789623.84609
b69m6lyx,8,17,13r24m3g,8-FHM-22,Mitarbeiter,"um ehrlich zu sein würde ich sogar knallhart 60 Überstunden pro Person angeben, mehr als 1€ für 10 Überstunden können wir doch eh nicht verlieren, oder ?",1589789628.68377
b69m6lyx,8,7,wipyck3j,8-FHM-17,Mitarbeiter,die ganze zeit 15,1589789648.20302
b69m6lyx,8,19,2fsptkni,8-FHM-23,Mitarbeiter,"Wenn wir schummeln wollen, dann volles Risiko, also 60 Überstunden angeben.",1589789649.80245
b69m6lyx,8,20,tk9ersa4,8-FHM-23,Mitarbeiter,"Es ist ja zuhause keine verlorene Zeit, ich bin risikofreudig. ",1589789651.75849
b69m6lyx,8,19,2fsptkni,8-FHM-23,Mitarbeiter,😂,1589789662.04064
b69m6lyx,8,18,h00ooie3,8-FHM-22,Mitarbeiter,oki kann man versuchen,1589789663.64089
b69m6lyx,8,8,79d67ni1,8-FHM-17,Mitarbeiter,"die ganze zeit ergibt ja keinen sinn, wenn das nächste mal eigentlich 20 überstünden da stehen :D ",1589789664.01603
b69m6lyx,8,18,h00ooie3,8-FHM-22,Mitarbeiter,oder 55 haha,1589789668.92087
b69m6lyx,8,7,wipyck3j,8-FHM-17,Mitarbeiter,achsooo,1589789670.57985
b69m6lyx,8,9,2590my8r,8-FHM-18,Mitarbeiter,"10 mehr. Also 20. Denn wenn wir überprüft werden, können uns auch nur 10 Punkte abgezogen werden und wir wären beim 'normalen' Lohn ohne Überstunden",1589789671.92722
b69m6lyx,8,8,79d67ni1,8-FHM-17,Mitarbeiter,"aber gut, tippen wir diesmal 15 ein und gucken nächste runde noch mal :) ",1589789674.11107
b69m6lyx,8,20,tk9ersa4,8-FHM-23,Mitarbeiter,"Stimmt. Wir dürfen ja nur 60 maximal. Ja dann, geben wir 60 an! Bin dafür.",1589789675.61294
b69m6lyx,8,7,wipyck3j,8-FHM-17,Mitarbeiter,immer die hälfte mehr ok?,1589789681.32603
b69m6lyx,8,19,2fsptkni,8-FHM-23,Mitarbeiter,Dann let it go 👍,1589789681.81511
b69m6lyx,8,8,79d67ni1,8-FHM-17,Mitarbeiter,oki!,1589789687.02463
b69m6lyx,8,19,2fsptkni,8-FHM-23,Mitarbeiter,Viel Glück uns beiden!,1589789692.38919
b69m6lyx,8,17,13r24m3g,8-FHM-22,Mitarbeiter,"wie du möchtest :D müssen halt nur das Selbe angeben, um nicht definitiv überprüft zu werden",1589789692.68517
b69m6lyx,8,15,ci5xp4ks,8-FHM-21,Mitarbeiter,"Hallo, wie viel würdest du angeben?",1589789696.74844
b69m6lyx,8,9,2590my8r,8-FHM-18,Mitarbeiter,"Aber auch nur, wenn du einverstanden bist.",1589789698.67304
b69m6lyx,8,20,tk9ersa4,8-FHM-23,Mitarbeiter,"Ja danke, ebenso!",1589789700.52093
b69m6lyx,8,18,h00ooie3,8-FHM-22,Mitarbeiter,okay also 55?,1589789708.6279
b69m6lyx,8,17,13r24m3g,8-FHM-22,Mitarbeiter,oki,1589789712.22517
b69m6lyx,8,18,h00ooie3,8-FHM-22,Mitarbeiter,supi,1589789718.07132
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,hmmm gute Frage ,1589789718.71893
b69m6lyx,8,10,9k34mngn,8-FHM-18,Mitarbeiter,Ok können wir versuchen,1589789728.19998
b69m6lyx,8,15,ci5xp4ks,8-FHM-21,Mitarbeiter,Finde 10 schon ein bisschen wenig...,1589789750.03773
b69m6lyx,8,9,2590my8r,8-FHM-18,Mitarbeiter,"Alles klar. Dann geben wir also an, wir haben 20 Überstunden gemacht?",1589789753.10193
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,ja finde ich auch,1589789755.84599
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,können ja pokern,1589789759.07594
b69m6lyx,8,10,9k34mngn,8-FHM-18,Mitarbeiter,Ja,1589789762.8934
b69m6lyx,8,9,2590my8r,8-FHM-18,Mitarbeiter,Ok. Ich wünsche uns Glück!,1589789775.86038
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,können ja 20 oder 30 angeben,1589789778.14465
b69m6lyx,8,10,9k34mngn,8-FHM-18,Mitarbeiter,Haha ja,1589789786.98836
b69m6lyx,8,15,ci5xp4ks,8-FHM-21,Mitarbeiter,"wenn wir das gleiche angeben, dürfte die Wahrscheinlichkeit ja recht hoch sein, dass es durchgeht",1589789791.21514
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,aber wenn wir kontrolliert werden ist es noch weniger haha,1589789795.54753
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,hoffentlich,1589789803.45013
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,ja lass uns das ausprobieren,1589789813.62363
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,wieviel willst du angeben?,1589789825.13384
b69m6lyx,8,15,ci5xp4ks,8-FHM-21,Mitarbeiter,"dann soll sich das Pokern auch lohnen, also 30?",1589789825.3772
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,ja bin dabei,1589789831.01628
b69m6lyx,8,15,ci5xp4ks,8-FHM-21,Mitarbeiter,"Alles klar, 30 und los geht's ",1589789845.12666
b69m6lyx,8,16,m8ify0si,8-FHM-21,Mitarbeiter,bis gleich haha,1589789855.52562
